Date,Open,High,Low,Close,Adj Close,Volume
16/3/2018,24877.33984,25031,24857.08984,24946.50977,24946.50977,654240000
19/3/2018,24893.68945,24893.68945,24453.14063,24610.91016,24610.91016,377990000
20/3/2018,24650.64063,24803.60938,24650.64063,24727.26953,24727.26953,342510000
21/3/2018,24723.49023,24977.65039,24655.40039,24682.31055,24682.31055,343230000
22/3/2018,24526.00977,24526.00977,23938.74023,23957.89063,23957.89063,439280000
23/3/2018,23995.17969,24108.4707,23509.06055,23533.19922,23533.19922,482550000
26/3/2018,23825.74023,24232.30078,23741.2207,24202.59961,24202.59961,479540000
27/3/2018,24276.61914,24446.2207,23708.73047,23857.71094,23857.71094,524480000
28/3/2018,23883.08008,24092.4707,23728.66992,23848.41992,23848.41992,530040000
29/3/2018,23949.17969,24314.30078,23928.13086,24103.10938,24103.10938,463550000
2/4/2018,24076.59961,24123.80078,23344.51953,23644.18945,23644.18945,509820000
3/4/2018,23698.33008,24044.34961,23664.33008,24033.35938,24033.35938,394130000
4/4/2018,23654.15039,24308.96094,23523.16016,24264.30078,24264.30078,388540000
5/4/2018,24313.91016,24622.25977,24313.91016,24505.2207,24505.2207,347790000
6/4/2018,24373.59961,24434.40039,23738.19922,23932.75977,23932.75977,395990000
9/4/2018,24037.51953,24373.17969,23954.83008,23979.09961,23979.09961,380790000
10/4/2018,24198.94922,24511.34961,24198.94922,24408,24408,368590000
11/4/2018,24274.18945,24366.57031,24150.86914,24189.44922,24189.44922,286360000
12/4/2018,24302.82031,24592.11914,24302.82031,24483.05078,24483.05078,336130000
13/4/2018,24582.82031,24646.44922,24243.74023,24360.14063,24360.14063,331890000
16/4/2018,24483.15039,24675.35938,24480.19922,24573.03906,24573.03906,305070000
17/4/2018,24681.78906,24858.9707,24681.78906,24786.63086,24786.63086,342410000
18/4/2018,24820.84961,24832.53906,24721.08984,24748.07031,24748.07031,302030000
19/4/2018,24711.30078,24762.48047,24557.0293,24664.89063,24664.89063,381110000
20/4/2018,24657.39063,24678.07031,24375.03906,24462.93945,24462.93945,537770000
23/4/2018,24488.07031,24536.89063,24328.53906,24448.68945,24448.68945,351030000
24/4/2018,24579.93945,24579.93945,23828.73047,24024.13086,24024.13086,468180000
25/4/2018,24070.19922,24146.33984,23823.08008,24083.83008,24083.83008,437100000
26/4/2018,24128.7207,24402.46094,24128.7207,24322.33984,24322.33984,390360000
27/4/2018,24342.14063,24359.38086,24194.44922,24311.18945,24311.18945,392810000
30/4/2018,24410.41016,24498.23047,24163.08008,24163.15039,24163.15039,416650000
1/5/2018,24117.28906,24117.28906,23808.18945,24099.05078,24099.05078,380070000
2/5/2018,24097.63086,24185.51953,23886.30078,23924.98047,23924.98047,385350000
3/5/2018,23836.23047,23996.15039,23531.31055,23930.15039,23930.15039,389240000
4/5/2018,23865.2207,24333.34961,23778.86914,24262.50977,24262.50977,329480000
7/5/2018,24317.66016,24479.44922,24263.41992,24357.32031,24357.32031,307670000
8/5/2018,24341.34961,24412.33984,24198.33984,24360.21094,24360.21094,344940000
9/5/2018,24399.17969,24586.48047,24323.86914,24542.53906,24542.53906,361580000
10/5/2018,24591.66016,24794.99023,24575.91016,24739.5293,24739.5293,304210000
11/5/2018,24758.64063,24868.65039,24717.5,24831.16992,24831.16992,274150000
14/5/2018,24879.36914,24994.18945,24862.51953,24899.41016,24899.41016,282860000
15/5/2018,24809.55078,24809.55078,24629.39063,24706.41016,24706.41016,301900000
16/5/2018,24722.32031,24801.18945,24672.78906,24768.92969,24768.92969,280810000
17/5/2018,24752.40039,24839.49023,24639.40039,24713.98047,24713.98047,314650000
18/5/2018,24707.7207,24774.9707,24664.86914,24715.08984,24715.08984,269700000
21/5/2018,24883.06055,25086.49023,24883.06055,25013.28906,25013.28906,308920000
22/5/2018,25047.55078,25064.99023,24812.06055,24834.41016,24834.41016,288200000
23/5/2018,24757.71094,24889.46094,24667.11914,24886.81055,24886.81055,399610000
24/5/2018,24877.35938,24877.35938,24605.90039,24811.75977,24811.75977,347050000
25/5/2018,24781.28906,24824.2207,24687.81055,24753.08984,24753.08984,257210000
29/5/2018,24606.58984,24635.17969,24247.83984,24361.44922,24361.44922,395810000
30/5/2018,24467.83008,24714.48047,24459.08984,24667.7793,24667.7793,324870000
31/5/2018,24620.78906,24620.78906,24352.15039,24415.83984,24415.83984,429740000
1/6/2018,24542.08984,24673.59961,24542.08984,24635.21094,24635.21094,315710000
4/6/2018,24727.55078,24859.36914,24722.14063,24813.68945,24813.68945,340400000
5/6/2018,24820.11914,24838.7793,24710.82031,24799.98047,24799.98047,306340000
6/6/2018,24854.14063,25146.46094,24854.14063,25146.39063,25146.39063,316090000
7/6/2018,25192.14063,25326.08984,25164.48047,25241.41016,25241.41016,357680000
8/6/2018,25209.28906,25325.63086,25165.69922,25316.5293,25316.5293,317510000
11/6/2018,25336.66992,25402.83008,25290.19922,25322.31055,25322.31055,276740000
12/6/2018,25346.82031,25364.36914,25247.03906,25320.73047,25320.73047,265750000
13/6/2018,25328.65039,25362.07031,25191.41992,25201.19922,25201.19922,329700000
14/6/2018,25254.65039,25332.5,25138.59961,25175.31055,25175.31055,341170000
15/6/2018,25116.71094,25130.82031,24894.38086,25090.48047,25090.48047,659370000
18/6/2018,24944.2793,25003.09961,24825.76953,24987.4707,24987.4707,337070000
19/6/2018,24763.58984,24763.58984,24567.75,24700.21094,24700.21094,376380000
20/6/2018,24771.16992,24804.75977,24628.39063,24657.80078,24657.80078,359520000
21/6/2018,24639.21094,24639.21094,24406.63086,24461.69922,24461.69922,349570000
22/6/2018,24526.9707,24663.17969,24526.9707,24580.89063,24580.89063,473970000
25/6/2018,24463.73047,24463.73047,24084.39063,24252.80078,24252.80078,439130000
26/6/2018,24281.89063,24384.21094,24241.2207,24283.10938,24283.10938,301130000
27/6/2018,24303.10938,24569.01953,24115.82031,24117.58984,24117.58984,313790000
28/6/2018,24064.18945,24308.16016,23997.21094,24216.05078,24216.05078,305020000
29/6/2018,24323.92969,24509.51953,24269.71094,24271.41016,24271.41016,329070000
2/7/2018,24161.5293,24319.41992,24077.56055,24307.17969,24307.17969,244110000
3/7/2018,24359.39063,24444.88086,24150.84961,24174.82031,24174.82031,160960000
5/7/2018,24285.82031,24372.80078,24177.43945,24356.74023,24356.74023,237670000
6/7/2018,24352.4707,24520.28906,24281.4707,24456.48047,24456.48047,219450000
9/7/2018,24519.19922,24796.51953,24518.42969,24776.58984,24776.58984,240580000
10/7/2018,24806.9707,24945.38086,24806.9707,24919.66016,24919.66016,235040000
11/7/2018,24789.48047,24815.16016,24663.82031,24700.44922,24700.44922,237370000
12/7/2018,24802.90039,24939.9707,24802.90039,24924.89063,24924.89063,233150000
13/7/2018,24926.07031,25043.21094,24890.06055,25019.41016,25019.41016,255520000
16/7/2018,25025.58008,25072.41016,24979.64063,25064.35938,25064.35938,231270000
17/7/2018,25033.91992,25155.39063,24989.60938,25119.89063,25119.89063,250450000
18/7/2018,25133.78906,25215.32031,25101.11914,25199.28906,25199.28906,252870000
19/7/2018,25139.15039,25154.16992,25052.61914,25064.5,25064.5,285760000
20/7/2018,25041.14063,25124.09961,24986.34961,25058.11914,25058.11914,274080000
23/7/2018,25036.90039,25081.44922,24983.33008,25044.28906,25044.28906,228820000
24/7/2018,25092.42969,25286.61914,25092.42969,25241.93945,25241.93945,274940000
25/7/2018,25183.69922,25432.86914,25113.55078,25414.09961,25414.09961,273670000
26/7/2018,25468.55078,25587.24023,25463.16016,25527.07031,25527.07031,297530000
27/7/2018,25520.51953,25580.2207,25370.07031,25451.06055,25451.06055,329680000
30/7/2018,25439.32031,25500.16016,25287.38086,25306.83008,25306.83008,296880000
31/7/2018,25345.21094,25490.98047,25345.21094,25415.18945,25415.18945,348700000
1/8/2018,25461.63086,25488.80078,25278.32031,25333.82031,25333.82031,315880000
2/8/2018,25256.44922,25360.48047,25120.07031,25326.16016,25326.16016,307700000
3/8/2018,25360.36914,25467.90039,25325.16992,25462.58008,25462.58008,239020000
6/8/2018,25437.42969,25540.01953,25381.38086,25502.17969,25502.17969,238990000
7/8/2018,25551.65039,25692.7207,25551.65039,25628.91016,25628.91016,239910000
8/8/2018,25615.7207,25634.10938,25557.48047,25583.75,25583.75,217770000
9/8/2018,25589.78906,25613.31055,25492.68945,25509.23047,25509.23047,214970000
10/8/2018,25401.18945,25401.18945,25222.88086,25313.14063,25313.14063,234480000
13/8/2018,25327.18945,25381.39063,25153.92969,25187.69922,25187.69922,219990000
14/8/2018,25215.68945,25339.50977,25201.86914,25299.91992,25299.91992,219210000
15/8/2018,25235.36914,25235.36914,24965.76953,25162.41016,25162.41016,295810000
16/8/2018,25294.9707,25607.33984,25294.9707,25558.73047,25558.73047,342430000
17/8/2018,25550.80078,25728.16016,25521.66016,25669.32031,25669.32031,284160000
20/8/2018,25727.69922,25790.16992,25716.41016,25758.68945,25758.68945,248570000
21/8/2018,25786.99023,25888.82031,25784.90039,25822.28906,25822.28906,241620000
22/8/2018,25825.06055,25836.16016,25722.42969,25733.59961,25733.59961,200480000
23/8/2018,25714.85938,25762.56055,25608.01953,25656.98047,25656.98047,213270000
24/8/2018,25688.58008,25826.05078,25688.58008,25790.34961,25790.34961,200330000
27/8/2018,25882.71094,26067.57031,25882.71094,26049.64063,26049.64063,220510000
28/8/2018,26092.69922,26122.24023,26037.84961,26064.01953,26064.01953,211470000
29/8/2018,26082.5293,26167.93945,26035.30078,26124.57031,26124.57031,214960000
30/8/2018,26099.00977,26104.36914,25934.80078,25986.91992,25986.91992,240440000
31/8/2018,25964.84961,26028.83008,25879.76953,25964.82031,25964.82031,273440000
4/9/2018,25916.07031,25971.76953,25805.94922,25952.48047,25952.48047,254600000
5/9/2018,25919.83984,26011.2207,25871.03906,25974.99023,25974.99023,289210000
6/9/2018,25973.01953,26073.67969,25880.83984,25995.86914,25995.86914,262380000
7/9/2018,25951.01953,26002.99023,25818.39063,25916.53906,25916.53906,281350000
10/9/2018,25991.91016,26039.96094,25854.13086,25857.07031,25857.07031,252170000
11/9/2018,25841.14063,26019.91992,25754.32031,25971.06055,25971.06055,265960000
12/9/2018,25989.07031,26145.7207,25929.42969,25998.91992,25998.91992,282770000
13/9/2018,26083.93945,26191.64063,26067.08008,26145.99023,26145.99023,260800000
14/9/2018,26169.56055,26211.10938,26068.28906,26154.66992,26154.66992,228640000
17/9/2018,26151.66016,26184.4707,26030.34961,26062.11914,26062.11914,230230000
18/9/2018,26076.21094,26317.33984,26076.21094,26246.96094,26246.96094,243000000
19/9/2018,26287.83984,26464.41016,26280.75977,26405.75977,26405.75977,251330000
20/9/2018,26519.39063,26697.49023,26519.39063,26656.98047,26656.98047,260480000
21/9/2018,26726.25,26769.16016,26680.36914,26743.5,26743.5,657620000
24/9/2018,26705.25,26709.93945,26548.67969,26562.05078,26562.05078,254850000
25/9/2018,26601.58008,26634.84961,26475.58008,26492.21094,26492.21094,234110000
26/9/2018,26536.85938,26606.08984,26349.33984,26385.2793,26385.2793,262620000
27/9/2018,26418.26953,26557.00977,26379.94922,26439.92969,26439.92969,226350000
28/9/2018,26407.66016,26515.75977,26383.57031,26458.31055,26458.31055,264030000
1/10/2018,26598.35938,26737.98047,26596.05078,26651.21094,26651.21094,238320000
2/10/2018,26648.91016,26824.7793,26627.66016,26773.93945,26773.93945,258290000
3/10/2018,26833.4707,26951.81055,26789.08008,26828.39063,26828.39063,280130000
4/10/2018,26784.08008,26793.82031,26471.60938,26627.48047,26627.48047,289600000
5/10/2018,26632.76953,26676.16016,26301.81055,26447.05078,26447.05078,267100000
8/10/2018,26399.44922,26529.34961,26223.08984,26486.7793,26486.7793,273020000
9/10/2018,26469.18945,26539.93945,26324.16016,26430.57031,26430.57031,282560000
10/10/2018,26441.73047,26487.86914,25567.09961,25598.74023,25598.74023,438200000
11/10/2018,25518.39063,25683.64063,24899.76953,25052.83008,25052.83008,522880000
12/10/2018,25407.63086,25467.55078,25000.83008,25339.99023,25339.99023,397510000
15/10/2018,25332.46094,25482.41992,25243.88086,25250.55078,25250.55078,287320000
16/10/2018,25351.5293,25817.67969,25351.5293,25798.41992,25798.41992,305800000
17/10/2018,25705.86914,25810.08984,25479.16016,25706.67969,25706.67969,298210000
18/10/2018,25645.56055,25691.46094,25236.00977,25379.44922,25379.44922,328020000
19/10/2018,25421.08984,25608.71094,25350.01953,25444.33984,25444.33984,350810000
22/10/2018,25492.14063,25561.33984,25236.05078,25317.41016,25317.41016,314940000
23/10/2018,25038.46094,25307.69922,24768.78906,25191.42969,25191.42969,436430000
24/10/2018,25172.88086,25306.23047,24533.18945,24583.41992,24583.41992,496400000
25/10/2018,24736.53906,25104.28906,24645.56055,24984.55078,24984.55078,439670000
26/10/2018,24770.25,24916.16016,24445.18945,24688.31055,24688.31055,505310000
29/10/2018,24818.98047,25040.58008,24122.23047,24442.91992,24442.91992,443850000
30/10/2018,24482.03906,24906.67969,24415.68945,24874.64063,24874.64063,470050000
31/10/2018,25008.82031,25336.55078,25008.82031,25115.75977,25115.75977,448930000
1/11/2018,25142.08008,25396.4707,25108.10938,25380.74023,25380.74023,383970000
2/11/2018,25443.59961,25578.98047,25078.7207,25270.83008,25270.83008,429480000
5/11/2018,25261.4707,25507.34961,25261.4707,25461.69922,25461.69922,334740000
6/11/2018,25452.83008,25651.85938,25444.90039,25635.00977,25635.00977,265450000
7/11/2018,25788.46094,26200.14063,25765.88086,26180.30078,26180.30078,361780000
8/11/2018,26139.58984,26277.82031,26081.90039,26191.2207,26191.2207,295650000
9/11/2018,26149.10938,26161.49023,25882.91016,25989.30078,25989.30078,324450000
12/11/2018,25959.33008,25966.71094,25340.50977,25387.17969,25387.17969,346910000
13/11/2018,25321.21094,25511.0293,25193.7793,25286.49023,25286.49023,339690000
14/11/2018,25388.08008,25501.28906,24935.82031,25080.5,25080.5,384240000
15/11/2018,25061.48047,25354.56055,24787.78906,25289.26953,25289.26953,392750000
16/11/2018,25242.34961,25510.23047,25147.80078,25413.2207,25413.2207,354460000
19/11/2018,25392.60938,25392.60938,24900.98047,25017.43945,25017.43945,358090000
20/11/2018,24618.67969,24707.25977,24368.98047,24465.64063,24465.64063,445920000
21/11/2018,24541.65039,24669.78906,24463.2793,24464.68945,24464.68945,289370000
23/11/2018,24336.40039,24408.80078,24268.74023,24285.94922,24285.94922,155940000
26/11/2018,24364.13086,24673.28906,24364.13086,24640.24023,24640.24023,306280000
27/11/2018,24557.01953,24750.73047,24416.0293,24748.73047,24748.73047,308250000
28/11/2018,24832.83984,25368.92969,24832.83984,25366.42969,25366.42969,362160000
29/11/2018,25343.65039,25479.03906,25202.78906,25338.83984,25338.83984,305110000
30/11/2018,25307.14063,25549.71094,25250.9707,25538.46094,25538.46094,482250000
3/12/2018,25779.57031,25980.21094,25670.50977,25826.42969,25826.42969,388480000
4/12/2018,25752.56055,25773.11914,25008.10938,25027.07031,25027.07031,418900000
6/12/2018,24737.41992,24951.00977,24242.2207,24947.66992,24947.66992,471690000
7/12/2018,24918.82031,25095.61914,24284.7793,24388.94922,24388.94922,398230000
10/12/2018,24360.94922,24500.81055,23881.36914,24423.25977,24423.25977,389690000
11/12/2018,24719.91016,24791.25977,24221.06055,24370.24023,24370.24023,342960000
12/12/2018,24509.08984,24828.28906,24509.08984,24527.26953,24527.26953,344330000
13/12/2018,24575.85938,24740.96094,24473.28906,24597.38086,24597.38086,299970000
14/12/2018,24408.03906,24431.14063,24033.78906,24100.50977,24100.50977,416940000
17/12/2018,23986.83008,24088.08008,23456.88086,23592.98047,23592.98047,466740000
18/12/2018,23769.13086,23927.76953,23516.01953,23675.64063,23675.64063,408070000
19/12/2018,23693.33008,24057.33984,23162.64063,23323.66016,23323.66016,503550000
20/12/2018,23224.11914,23282.19922,22644.31055,22859.59961,22859.59961,576700000
21/12/2018,22871.74023,23254.58984,22396.33984,22445.36914,22445.36914,900510000
24/12/2018,22317.2793,22339.86914,21792.19922,21792.19922,21792.19922,308420000
26/12/2018,21857.73047,22878.91992,21712.5293,22878.44922,22878.44922,433080000
27/12/2018,22629.06055,23138.89063,22267.41992,23138.82031,23138.82031,407940000
28/12/2018,23213.60938,23381.88086,22981.33008,23062.40039,23062.40039,336510000
31/12/2018,23153.93945,23333.17969,23118.30078,23327.46094,23327.46094,288830000
2/1/2019,23058.60938,23413.4707,22928.58984,23346.24023,23346.24023,321570000
3/1/2019,23176.39063,23176.39063,22638.41016,22686.2207,22686.2207,424240000
4/1/2019,22894.91992,23518.64063,22894.91992,23433.16016,23433.16016,396020000
7/1/2019,23474.25977,23687.74023,23301.58984,23531.34961,23531.34961,334200000
8/1/2019,23680.32031,23864.65039,23581.44922,23787.44922,23787.44922,317420000
9/1/2019,23844.26953,23985.44922,23776.56055,23879.11914,23879.11914,324570000
10/1/2019,23811.10938,24014.7793,23703.25,24001.91992,24001.91992,338150000
11/1/2019,23940.00977,23996.32031,23798.16016,23995.94922,23995.94922,262650000
14/1/2019,23880.5293,23964.90039,23765.24023,23909.83984,23909.83984,277560000
15/1/2019,23914.10938,24099.14063,23887.92969,24065.58984,24065.58984,291570000
16/1/2019,24139.91016,24288.60938,24119.7207,24207.16016,24207.16016,302830000
17/1/2019,24147.08984,24474.46094,24088.90039,24370.09961,24370.09961,288590000
18/1/2019,24534.18945,24750.2207,24459.0293,24706.34961,24706.34961,372970000
22/1/2019,24607.75977,24607.75977,24244.31055,24404.48047,24404.48047,338480000
23/1/2019,24577.25,24700.98047,24307.16992,24575.61914,24575.61914,318600000
24/1/2019,24579.96094,24626.30078,24422.73047,24553.24023,24553.24023,320170000
25/1/2019,24687.21094,24860.15039,24676.75,24737.19922,24737.19922,376890000
28/1/2019,24596.98047,24596.98047,24323.93945,24528.2207,24528.2207,347170000
29/1/2019,24519.61914,24674.86914,24504.03906,24579.96094,24579.96094,330870000
30/1/2019,24826.51953,25109.61914,24790.90039,25014.85938,25014.85938,397330000
31/1/2019,24954.48047,25049.61914,24842.08984,24999.66992,24999.66992,507350000
1/2/2019,25025.31055,25193.15039,24982.49023,25063.89063,25063.89063,372090000
4/2/2019,25062.11914,25239.91016,24977.66992,25239.36914,25239.36914,298540000
5/2/2019,25287.92969,25427.32031,25287.65039,25411.51953,25411.51953,310650000
6/2/2019,25371.57031,25439.03906,25312.06055,25390.30078,25390.30078,247590000
7/2/2019,25265.81055,25314.25977,25000.51953,25169.5293,25169.5293,295460000
8/2/2019,25042.35938,25106.39063,24883.03906,25106.33008,25106.33008,248210000
11/2/2019,25142.81055,25196.75,25009.09961,25053.10938,25053.10938,241700000
12/2/2019,25152.0293,25458.98047,25152.0293,25425.75977,25425.75977,278110000
13/2/2019,25480.85938,25625.94922,25480.85938,25543.26953,25543.26953,263330000
14/2/2019,25460.65039,25558.90039,25308.08984,25439.39063,25439.39063,313010000
15/2/2019,25564.63086,25883.7207,25564.63086,25883.25,25883.25,328530000
19/2/2019,25849.84961,25961.43945,25820.00977,25891.32031,25891.32031,280620000
20/2/2019,25872.25977,25986.19922,25846.48047,25954.43945,25954.43945,287880000
21/2/2019,25922.41016,25938.88086,25762.21094,25850.63086,25850.63086,255710000
22/2/2019,25906.26953,26052.90039,25906.26953,26031.81055,26031.81055,279760000
25/2/2019,26126.15039,26241.41992,26080.66016,26091.94922,26091.94922,281600000
26/2/2019,26051.60938,26155.28906,25966.00977,26057.98047,26057.98047,257850000
27/2/2019,25995.59961,26039.67969,25877.24023,25985.16016,25985.16016,255380000
28/2/2019,25984.2793,26029.21094,25896.56055,25916,25916,338520000
1/3/2019,26019.66992,26143.91992,25914.36914,26026.32031,26026.32031,289890000
4/3/2019,26122.18945,26155.98047,25611.55078,25819.65039,25819.65039,295510000
5/3/2019,25829.07031,25877.15039,25725.63086,25806.63086,25806.63086,252260000
6/3/2019,25818.75977,25837.60938,25633.71094,25673.46094,25673.46094,256250000
7/3/2019,25645.44922,25645.44922,25352.55078,25473.23047,25473.23047,289140000
8/3/2019,25347.38086,25466.14063,25252.46094,25450.24023,25450.24023,270500000
11/3/2019,25208,25661.63086,25208,25650.88086,25650.88086,309790000
12/3/2019,25600.30078,25675.43945,25522.16992,25554.66016,25554.66016,317730000
13/3/2019,25637.23047,25776.49023,25571.31055,25702.89063,25702.89063,331410000
14/3/2019,25692.31055,25752.83984,25621.31055,25709.93945,25709.93945,302790000
15/3/2019,25720.96094,25927.91016,25649.69922,25848.86914,25848.86914,616910000